stock_code,symbol,name,category,sub_category,reason,avg_turnover_30d_hkd,valid_days
0938,0938.HK,MAN SANG INT'L,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,37009.53,43
0943,0943.HK,ZHONGZHENG INTL,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,21315.68,43
0945,0945.HK,MANULIFE-S,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,6237951.45,43
0947,0947.HK,MOBI DEV,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,39211.06,43
0948,0948.HK,ALPHA PRO HLDGS,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,9837.33,42
0950,0950.HK,LEE'S PHARM,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,580227.69,43
0951,0951.HK,CHAOWEI POWER,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,1016294.33,43
0952,0952.HK,QUAM PLUS FIN,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,1515.67,42
0953,0953.HK,SHAW BROTHERS,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,111530.07,43
0954,0954.HK,CHANGMAO BIO,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,2311.33,43
0959,0959.HK,CENTURY ENT INT,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,0.0,42
0969,0969.HK,HUA LIEN INT'L,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,26527.6,42
0970,0970.HK,NEW SPARKLEROLL,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,11460.83,43
0974,0974.HK,SKL,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,14951.67,43
0976,0976.HK,CHIHO ENV,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,0.0,42
0978,0978.HK,CHI MER LAND,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,60985.57,43
0979,0979.HK,GREEN ENERGY GP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,290414.0,43
0980,0980.HK,LIANHUA,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,41881.33,43
0983,0983.HK,SOCAM DEV,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,12388.31,43
0984,0984.HK,AEON STORES,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,7384.13,43
0986,0986.HK,DUFU LIQUOR GP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,11478.98,43
0987,0987.HK,CH RENEW EN INV,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,202326.61,43
0989,0989.HK,CHINA CBS INTL,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,112791.5,43
0993,0993.HK,XINKONG INT CAP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,78804.74,43
0994,0994.HK,CT VISION,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,599708.66,43
0997,0997.HK,CHINLINK INTL,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,5224.6,43
0999,0999.HK,XIAOCAIYUAN,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,10126019.27,43
1000,1000.HK,BEIJING MEDIA,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,2694.92,42
1001,1001.HK,HK SH ALLIANCE,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,37357.33,43
1002,1002.HK,V.S. INT'L,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,38614.6,42
1003,1003.HK,HUANXI MEDIA,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,264230.91,43
1004,1004.HK,C SMARTERENERGY,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,7211.1,43
1005,1005.HK,MATRIX HOLDINGS,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,3864.67,43
1007,1007.HK,LONGHUI INTL,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,0.0,42
1008,1008.HK,LITU HOLDINGS,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,10084.6,43
1009,1009.HK,INT'L ENT,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,200100.67,43
1010,1010.HK,SKY BLUE 11,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,60652.27,43
1011,1011.HK,NT PHARMA,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,64561.1,42
1013,1013.HK,WAI CHUN GROUP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,6447.4,43
1020,1020.HK,CIPRUN TECH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,1033586.32,43
1021,1021.HK,HUAYAN ROBOTICS,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,13355598.71,43
1022,1022.HK,FEIYU,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,183693.38,43
1023,1023.HK,SITOY GROUP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,143830.83,43
1025,1025.HK,KNT HOLDINGS,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,469845.77,43
1026,1026.HK,UNIVERSAL TECH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,2806.0,42
1027,1027.HK,ASIA STRAT TECH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,424107.33,43
1028,1028.HK,C.BANNER,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,2184866.65,43
1029,1029.HK,IRC,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,114649.91,43
1036,1036.HK,VANKE OVERSEAS,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,114732.67,42
1037,1037.HK,MAXNERVA TECH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,1078446.62,43
1039,1039.HK,CHANGYOU INT GP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,2551.5,42
1045,1045.HK,APT SATELLITE,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,9924929.51,43
1046,1046.HK,UNIVERSE ENT,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,26570.67,43
1047,1047.HK,NGAI HING HONG,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,11673.33,42
1049,1049.HK,CELESTIAL ASIA,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,46766.27,42
1050,1050.HK,KARRIE INT'L,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,14215323.27,43
1051,1051.HK,G-RESOURCES,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,349050.21,43
1052,1052.HK,YUEXIUTRANSPORT,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,4671402.92,43
1053,1053.HK,CHONGQING IRON,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,5465968.49,43
1058,1058.HK,NAMYUE HOLDINGS,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,13213.67,43
1059,1059.HK,KANTONE HOLDING,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,11085.68,43
1061,1061.HK,ESSEX BIO-TECH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,1570444.32,43
1062,1062.HK,CDB INT'L INV,Equity,Investment Companies,avg_turnover_30d_below_15m_hkd,14436.33,43
1063,1063.HK,SUNCORP TECH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,158915.66,43
1064,1064.HK,ZHONG HUA INT'L,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,3639.5,42
1065,1065.HK,TIANJIN CAPITAL,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,1927562.48,43
1068,1068.HK,YURUN FOOD,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,18837.23,43
1069,1069.HK,CN HEALTH TECH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,228246.99,42
1073,1073.HK,DA YU FIN,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,8265.3,42
1075,1075.HK,CAPINFO,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,142623.53,43
1079,1079.HK,PINE TECH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,267406.9,43
1080,1080.HK,SHENGLI PIPE,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,56024.2,43
1082,1082.HK,BDV EDU INTL,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,370947.28,43
1083,1083.HK,TG SMART ENERGY,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,6111729.6,43
1084,1084.HK,GREEN FRESH BIO,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,29354.67,43
1085,1085.HK,HXTL,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,281409.33,43
1086,1086.HK,GOODBABY INTL,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,994057.66,43
1090,1090.HK,DA MING INT'L,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,18972.0,42
1091,1091.HK,SOUTH MANGANESE,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,811259.38,43
1094,1094.HK,CHERISH SUN,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,278333.4,43
1097,1097.HK,I-CABLE COMM,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,1009729.55,43
1098,1098.HK,ROAD KING INFRA,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,61015.5,43
1100,1100.HK,MAINLAND HOLD,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,29629.33,43
1101,1101.HK,HUARONG ENERGY,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,0.0,42
1102,1102.HK,ENVIRO ENERGY,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,2187873.93,43
1104,1104.HK,APAC RESOURCES,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,6589533.28,43
1105,1105.HK,SING TAO,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,7445.87,42
1107,1107.HK,MODERN LAND,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,0.0,42
1108,1108.HK,TRIUMPH NEW EN,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,13292651.43,43
1110,1110.HK,KINGWORLD,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,910452.0,43
1111,1111.HK,HUASHI GROUP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,20266.0,43
1115,1115.HK,5100 XIZANG,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,1928967.44,43
1116,1116.HK,HC TECH GP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,68578.33,43
1118,1118.HK,GOLIK HOLDINGS,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,6840.0,42
1119,1119.HK,IDREAMSKY,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,798408.15,43
1120,1120.HK,ARTS OPTICAL,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,35269.33,43
1121,1121.HK,GOLDENSOLAR,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,449081.09,43
1122,1122.HK,QINGLING MOTORS,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,761255.0,43
1123,1123.HK,CHINA-HK PHOTO,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,19818.47,42
1124,1124.HK,COASTAL GL,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,86629.17,43
1125,1125.HK,LAI FUNG HOLD,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,2132.77,42
1126,1126.HK,DREAM INT'L,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,2455649.66,43
1127,1127.HK,LION ROCK GROUP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,220571.29,43
1129,1129.HK,WATER INDUSTRY,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,0.0,42
1130,1130.HK,CHINA ENV RES,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,247262.06,42
1132,1132.HK,ORANGE SKY G H,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,68786.04,42
1134,1134.HK,KELFRED,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,909227.19,43
1137,1137.HK,HK TECH VENTURE,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,635362.47,43
1140,1140.HK,HK.AI CAPITAL,Equity,Investment Companies,avg_turnover_30d_below_15m_hkd,1415514.76,43
1142,1142.HK,E&P GLOBAL,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,1993796.63,43
1143,1143.HK,CN ENGY STORAGE,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,1008541.34,42
1145,1145.HK,COURAGE INV,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,12351.0,42
1146,1146.HK,HUICHENG INTL H,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,33805.7,43
1147,1147.HK,EDENSOFT,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,199042.0,42
1148,1148.HK,POWER XINCHEN,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,66141.23,43
1150,1150.HK,MILAN STATION,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,2431.0,42
1152,1152.HK,MOMENTUM FIN,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,2580827.83,43
1153,1153.HK,JIAYUAN SER,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,25504.5,43
1156,1156.HK,CHINANEWENERGY,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,772151.66,43
1159,1159.HK,SMART DIGI TECH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,224003.49,43
1160,1160.HK,GOLDSTONE CAP,Equity,Investment Companies,avg_turnover_30d_below_15m_hkd,489500.0,42
1161,1161.HK,WATER OASIS GP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,382535.33,43
1162,1162.HK,LUMINA GROUP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,559834.39,43
1163,1163.HK,ADTIGER CORP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,7890.33,43
1165,1165.HK,SFCE,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,0.0,42
1166,1166.HK,SOLARTECH INT'L,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,98235.52,42
1168,1168.HK,Z FIN,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,2934033.47,43
1170,1170.HK,KINGMAKER,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,84396.0,42
1172,1172.HK,MAGNUSCONCORDIA,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,5793.67,42
1173,1173.HK,VEEKO INT'L,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,10842.0,43
1176,1176.HK,ZHUGUANG HOLD,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,26167.07,43
1180,1180.HK,PARADISE ENT,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,682186.07,43
1181,1181.HK,TANG PALACE,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,56053.89,43
1182,1182.HK,SUCCESS DRAGON,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,103445.49,43
1183,1183.HK,MECOM POWER,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,51762.06,42
1184,1184.HK,S.A.S. DRAGON,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,1543099.8,43
1187,1187.HK,COFOE MEDICAL,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,11921444.45,43
1188,1188.HK,HYBRID KINETIC,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,0.0,42
1195,1195.HK,KINGWELL GROUP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,7155.11,42
1198,1198.HK,ROYALE HOME,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,11102.2,42
1199,1199.HK,COSCO SHIP PORT,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,14111533.96,43
1200,1200.HK,MIDLAND HOLDING,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,2489367.81,43
1201,1201.HK,TESSON HOLDINGS,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,851043.68,43
1202,1202.HK,SIWI SCI & TECH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,864742.0,43
1203,1203.HK,GUANGNAN (HOLD),Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,146022.63,43
1204,1204.HK,BOARDWARE INTEL,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,150916.67,42
1206,1206.HK,TECHNOVATOR,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,31558.6,42
1213,1213.HK,MOBICON GROUP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,4918.0,43
1215,1215.HK,KAI YUAN HLDGS,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,48857.75,43
1216,1216.HK,ZYBANK,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,132690.5,43
1217,1217.HK,CH INNOVATION,Equity,Investment Companies,avg_turnover_30d_below_15m_hkd,81837.44,43
1218,1218.HK,EASYKNIT INT'L,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,8143.33,42
1220,1220.HK,ZHIDAO INT'L,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,0.0,42
1221,1221.HK,SINO HOTELS,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,4284.1,42
1222,1222.HK,WANG ON GROUP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,891134.83,43
1223,1223.HK,SYMPHONY HOLD,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,3600539.25,43
1224,1224.HK,C C LAND,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,32595.51,43
1225,1225.HK,LERADO FIN,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,11416.46,42
1226,1226.HK,CH INV FIN GP,Equity,Investment Companies,avg_turnover_30d_below_15m_hkd,2145.87,42
1228,1228.HK,CANBRIDGE-B,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,3782666.98,43
1229,1229.HK,NAN NAN RES,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,19405.6,42
1231,1231.HK,NEWTON RES,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,1500.88,42
1232,1232.HK,GW TIANDI,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,62120.67,43
1233,1233.HK,TIMES CHINA,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,33354.06,43
1234,1234.HK,CHINA LILANG,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,739421.0,43
1235,1235.HK,TRAVEL EXPERT,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,19522.83,42
1236,1236.HK,LDROBOT,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,5056245.48,43
1237,1237.HK,CH ENV TECH&BIO,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,12098.21,42
1238,1238.HK,POWERLONG,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,96452.83,43
1239,1239.HK,TEAMWAY INTL GP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,81464.58,42
1240,1240.HK,CNQC INT'L,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,17541.0,43
1241,1241.HK,SHUANGHUA H,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,15552.87,43
1243,1243.HK,WANG ON PPT,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,70221.47,43
1244,1244.HK,3D MEDICINES,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,454317.33,43
1245,1245.HK,NIRAKU,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,18229.67,43
1246,1246.HK,BOILLHEALTHCARE,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,0.0,42
1247,1247.HK,MIKO INTL,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,429676.93,43
1250,1250.HK,SDHS NEW ENERGY,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,74436.37,43
1251,1251.HK,SPT ENERGY,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,99975.6,43
1252,1252.HK,CHINA TIANRUI,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,0.0,42
1253,1253.HK,GREEN BROAD,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,7076.4,42
1255,1255.HK,TATA HEALTH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,175502.67,43
1257,1257.HK,CEB GREENTECH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,161728.76,43
1259,1259.HK,PROSPER FUTURE,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,82879.1,43
1260,1260.HK,WONDERFUL SKY,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,294100.33,42
1262,1262.HK,LABIXIAOXIN,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,45302.47,42
1265,1265.HK,TIANJINJINRAN,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,76333.67,43
1268,1268.HK,MEIDONG AUTO,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,665542.37,43
1269,1269.HK,FIRST CAP GP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,19163.71,43
1270,1270.HK,LANGHAM-SS,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,318023.21,43
1271,1271.HK,GRAND MING,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,7241.2,43
1272,1272.HK,DATANG ENVIRO,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,110432.0,43
1273,1273.HK,HK FINANCE GP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,116786.67,42
1274,1274.HK,IMOTIONTECH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,540320.2,43
1278,1278.HK,CHINANEWTOWN,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,79426.58,43
1280,1280.HK,QIDIAN GUOFENG,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,907144.79,43
1281,1281.HK,XINDA INV HLDGS,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,16405.87,43
1282,1282.HK,RENZE HARVEST,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,60662.41,43
1283,1283.HK,ACCEL GROUP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,340286.67,43
1284,1284.HK,NEW MEDIA LAB,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,42245.83,43
1285,1285.HK,JIASHILI GP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,50064.67,43
1289,1289.HK,SUNLIT SCI,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,70045.5,43
1290,1290.HK,CHINA HUIRONG,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,14115.33,43
1292,1292.HK,CMA LOGISTICS,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,6143.67,43
1293,1293.HK,GRAND BAOXIN,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,0.0,42
1298,1298.HK,YUNNAN ENERGY,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,5946.67,42
1301,1301.HK,D&G TECH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,20933.33,43
1303,1303.HK,HUILI RES,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,147516.27,43
1305,1305.HK,WAI CHI HOLD,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,160001.67,43
1310,1310.HK,HKBN,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,7432674.2,43
1312,1312.HK,KONTA CHINA,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,32798.0,43
1313,1313.HK,CR BLDG MAT TEC,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,13455165.85,43
1314,1314.HK,TSUI WAH HLDG,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,309414.67,43
1315,1315.HK,GREEN ECONOMY,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,9950.35,42
1317,1317.HK,MAPLELEAF EDU,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,62157.09,43
1319,1319.HK,OIWAHPAWN,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,70145.33,43
1321,1321.HK,CHINA NEWCITY,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,9026.0,42
1323,1323.HK,HUASHENG INTL,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,926833.54,43
1326,1326.HK,TRANSMIT ENT,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,0.0,42
1327,1327.HK,LUXXU GROUP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,387693.08,42
1328,1328.HK,GOLDSTREAM INV,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,403620.4,43
1330,1330.HK,DYNAGREEN ENV,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,5741721.04,43
1332,1332.HK,TOUYUN BIOTECH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,332038.43,42
1334,1334.HK,RUICHANG INTL,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,1058281.67,43
1335,1335.HK,SHEEN TAI,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,23965.6,43
1338,1338.HK,BAWANG GROUP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,40406.8,43
1340,1340.HK,HUISHENG I-NEW,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,197468.39,43
