stock_code,symbol,name,category,sub_category,reason,avg_turnover_30d_hkd,valid_days
1991,1991.HK,TA YANG GROUP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,333719.5,43
1993,1993.HK,ASIARAY,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,6838.67,43
1995,1995.HK,ES SERVICES,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,4183177.01,43
1996,1996.HK,RSUN PPT,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,3689.63,43
2000,2000.HK,SIM TECH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,31696.51,42
2001,2001.HK,NEW HIGHER EDU,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,707304.66,43
2002,2002.HK,SUNSHINE PAPER,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,90837.17,43
2003,2003.HK,VCREDIT,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,14849.87,42
2005,2005.HK,SSY GROUP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,10339408.99,43
2008,2008.HK,PHOENIX TV,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,108311.47,43
2009,2009.HK,BBMG,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,4633596.75,43
2011,2011.HK,GILSTON GROUP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,7672.67,42
2012,2012.HK,SUNSHINE OIL,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,194531.33,43
2017,2017.HK,CHANHIGH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,103777.73,43
2022,2022.HK,DIGIT HOLLYWOOD,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,20820.4,43
2023,2023.HK,CHINA LUDAO,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,26108.0,43
2025,2025.HK,RUIFENG POWER,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,6938680.66,43
2030,2030.HK,CABBEEN,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,28425.33,43
2031,2031.HK,AUSUPREME,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,6392.5,42
2033,2033.HK,TIME WATCH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,8078.93,42
2048,2048.HK,E-HOUSE ENT,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,43268.01,43
2051,2051.HK,VALA,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,841432.75,43
2068,2068.HK,CHALIECO,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,3984555.66,43
2076,2076.HK,BOSS ZHIPIN-W,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,5204365.44,43
2078,2078.HK,PANASIALUM,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,714.1,43
2080,2080.HK,AUX INTL,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,27347.67,43
2086,2086.HK,LEADWAY TECH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,18779.5,43
2088,2088.HK,XIWANG PROPERTY,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,0.0,42
2098,2098.HK,ZALL SMARTCOM,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,137817.2,43
2100,2100.HK,BAIOO,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,291645.66,43
2101,2101.HK,FULU HOLDINGS,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,214363.39,43
2102,2102.HK,TAK LEE MACH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,20693.33,42
2105,2105.HK,LAEKNA-B,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,14210471.09,43
2107,2107.HK,FIRST SERVICE,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,617902.24,43
2108,2108.HK,K2 F&B,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,28118.33,43
2110,2110.HK,TIAN CHENG HLDG,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,22417.5,43
2111,2111.HK,BEST PACIFIC,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,1175817.68,43
2112,2112.HK,GRACE LIFE-TECH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,97875.33,43
2113,2113.HK,CENTURY GP INTL,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,62700.17,42
2116,2116.HK,JS INNOV,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,41547.33,43
2119,2119.HK,TSIT WING INTL,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,35522.67,43
2120,2120.HK,KN HOSPITAL,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,41398.27,43
2121,2121.HK,AINNOVATION,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,2514686.61,43
2122,2122.HK,KIDSLAND INTL,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,19170.87,42
2125,2125.HK,STRAWBEAR ENT,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,18558.17,43
2126,2126.HK,JW THERAP-B,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,1112934.55,43
2127,2127.HK,HUISEN SHARES,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,0.0,42
2129,2129.HK,LEGION CONSO,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,55307.5,43
2130,2130.HK,CN LOGISTICS,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,18457.0,43
2131,2131.HK,NETJOY,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,0.0,42
2132,2132.HK,LANDRICH HLDG,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,17316.93,43
2135,2135.HK,RAILY AESMED,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,5905.27,42
2136,2136.HK,LIFESTYLE CHI,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,121108.03,43
2137,2137.HK,BRII-B,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,700422.06,43
2138,2138.HK,EC HEALTHCARE,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,122334.5,43
2139,2139.HK,BANK OF GANSU,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,544495.9,43
2146,2146.HK,ROISERV,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,283457.83,42
2147,2147.HK,ZHENGWEI GROUP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,32515.47,43
2149,2149.HK,BATELAB,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,1072390.39,43
2150,2150.HK,NAYUKI,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,1682216.43,43
2152,2152.HK,SUXIN SERVICES,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,783.0,42
2153,2153.HK,TAT HONG EQUIP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,6881.33,43
2156,2156.HK,C&D PROPERTY,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,3609096.56,43
2159,2159.HK,MEDIWELCOME,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,150167.73,43
2160,2160.HK,MP CARDIOFLOW-B,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,1708449.57,43
2161,2161.HK,JBM HEALTHCARE,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,795363.69,43
2163,2163.HK,BROAD HOMES,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,0.0,42
2165,2165.HK,LING YUE SER GP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,20944.67,43
2166,2166.HK,SMART-CORE,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,9710366.63,43
2167,2167.HK,TI CLOUD,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,62143.0,42
2168,2168.HK,KAISA PROSPER,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,18912.08,43
2169,2169.HK,CANGGANGRAILWAY,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,776120.33,43
2170,2170.HK,BASECARE-B,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,54037.0,43
2175,2175.HK,CH GENERAL EDU,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,262390.67,43
2176,2176.HK,CCID CONSULTING,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,32710.0,43
2177,2177.HK,UNQ HOLDINGS,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,25261.47,43
2178,2178.HK,PETRO-KING,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,1753432.33,43
2179,2179.HK,RECBIO-B,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,4694.67,42
2180,2180.HK,MANPOWER GRC,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,131937.83,43
2181,2181.HK,MABPHARM-B,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,43238.67,43
2182,2182.HK,TIAN CHANG GP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,11443.33,43
2185,2185.HK,BIOHEART-B,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,1067253.87,43
2187,2187.HK,ZHIXIN GP HLDG,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,192990.0,43
2188,2188.HK,TITANS ENERGY,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,13124.73,42
2189,2189.HK,KATO (HK) HLDGS,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,106862.89,43
2190,2190.HK,ZYLOXTB,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,6566456.02,43
2191,2191.HK,SF REIT,Real Estate Investment Trusts,,avg_turnover_30d_below_15m_hkd,1423244.75,43
2192,2192.HK,MEDLIVE,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,12368535.76,43
2193,2193.HK,MAN KING HOLD,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,26890.53,43
2195,2195.HK,UNITY ENT,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,12828.0,42
2197,2197.HK,CLOVER BIO-B,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,6472040.14,43
2198,2198.HK,CHINA SANJIANG,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,12235482.3,43
2199,2199.HK,REGINA MIRACLE,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,669758.66,43
2203,2203.HK,BRAINHOLE TECH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,49349.67,43
2205,2205.HK,KANGQIAO SER,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,1002.0,42
2209,2209.HK,YESASIA HLDGS,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,2290179.67,43
2210,2210.HK,BEIJING JIAYE,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,98051.73,42
2211,2211.HK,UNI HEALTH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,689016.98,43
2212,2212.HK,FB MINING,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,4750.33,42
2215,2215.HK,DEXIN SER GROUP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,34352.67,43
2216,2216.HK,BRONCUS-B,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,361109.64,43
2219,2219.HK,CHAOJU EYE CARE,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,834722.06,43
2221,2221.HK,NEW CONCEPTS,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,43109.31,43
2222,2222.HK,NVC INTL,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,8675.33,42
2223,2223.HK,CASABLANCA,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,76222.0,43
2226,2226.HK,HONWORLD GP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,6727.75,43
2227,2227.HK,SOLIS HOLDINGS,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,105521.33,42
2230,2230.HK,MEDIALINK GROUP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,108997.2,43
2231,2231.HK,JY GRANDMARK,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,88921.67,43
2232,2232.HK,CRYSTAL INTL,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,12432145.13,43
2235,2235.HK,MICROTECH MED-B,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,202367.67,43
2236,2236.HK,WISON ENGRG,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,210258.76,43
2237,2237.HK,CHINA GRAPHITE,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,48958.0,43
2239,2239.HK,SMIT,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,90377.67,42
2246,2246.HK,GOGOX,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,36604.71,43
2250,2250.HK,B.DUCK SEMK,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,66238.0,43
2251,2251.HK,AIRDOC-B,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,521413.41,43
2257,2257.HK,SIRNAOMICS-B,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,229145.96,43
2258,2258.HK,WATTS INT'L,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,35533.67,43
2260,2260.HK,VANOV HOLDINGS,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,4296.67,43
2262,2262.HK,SLD GROUP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,105025.0,43
2263,2263.HK,FU SHEK FIN,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,132508.34,43
2265,2265.HK,HC ENV TECH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,540015.0,43
2266,2266.HK,LAI SI ENT,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,15960.0,42
2270,2270.HK,DESUN SERVICES,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,41574.67,43
2271,2271.HK,ZHONGAN SERVICE,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,1552824.4,43
2279,2279.HK,YONGHE MEDICAL,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,465592.0,43
2280,2280.HK,HC GROUP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,0.0,42
2281,2281.HK,XINGLU WATER,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,35367.0,43
2283,2283.HK,TK GROUP HLDG,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,847791.69,43
2286,2286.HK,CHEN XING,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,1782.87,42
2288,2288.HK,RYKADAN CAPITAL,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,3192.09,42
2289,2289.HK,CHARMACY PHAR,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,5306.67,42
2290,2290.HK,LUNG FUNG GROUP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,12898415.13,39
2293,2293.HK,BAMBOOSHEALTH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,47534.0,43
2295,2295.HK,MAXICITY,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,1477805.27,43
2297,2297.HK,RAINMED-B,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,31679.17,43
2298,2298.HK,COSMO LADY,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,186468.67,43
2299,2299.HK,BILLION IND,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,73365.5,42
2302,2302.HK,CNNC INT'L,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,3805843.1,43
2306,2306.HK,YH ENT,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,249859.0,43
2307,2307.HK,KAM HING INT'L,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,8221.27,43
2309,2309.HK,ZO FUTURE GROUP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,5528139.93,43
2310,2310.HK,TIMES UNI GP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,12635.87,43
2312,2312.HK,LONG INV CORP,Equity,Investment Companies,avg_turnover_30d_below_15m_hkd,71191.21,43
2317,2317.HK,VEDAN INT'L,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,13552.0,42
2320,2320.HK,HOP FUNG GROUP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,622062.8,43
2321,2321.HK,SWANGCHAICHUAN,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,80179.16,43
2322,2322.HK,MODERN INNO DT,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,595423.47,43
2323,2323.HK,RENCO HOLDINGS,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,0.0,42
2324,2324.HK,CAPITAL VC,Equity,Investment Companies,avg_turnover_30d_below_15m_hkd,29948.65,42
2325,2325.HK,YUNKANG GROUP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,110688.67,43
2326,2326.HK,NPE HOLDINGS,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,3596.67,42
2327,2327.HK,MEILLEUREHEALTH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,33447.4,43
2329,2329.HK,GLORY HEALTH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,20716.03,43
2330,2330.HK,CHINA UPTOWN,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,33854.67,43
2336,2336.HK,SHUOAO INTL,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,180137.2,43
2337,2337.HK,UNITED STRENGTH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,380181.66,43
2339,2339.HK,BWI INT'L,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,10837950.92,43
2340,2340.HK,ISP HOLDINGS,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,9987.72,43
2342,2342.HK,COMBA,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,6892620.73,43
2347,2347.HK,YOHO GROUP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,145498.0,43
2348,2348.HK,DAWNRAYS PHARMA,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,118939.33,43
2349,2349.HK,CHINA AI INFRA,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,415023.03,43
2350,2350.HK,MTT GROUP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,650968.68,43
2352,2352.HK,DOWELL SERVICE,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,4882.4,42
2355,2355.HK,BAOYE GROUP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,368750.67,43
2358,2358.HK,JIU RONG HOLD,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,48788.0,43
2360,2360.HK,BEST MART 360,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,342481.16,43
2361,2361.HK,SINOHEALTH TECH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,7825.17,43
2362,2362.HK,JINCHUAN INTL,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,0.0,42
2363,2363.HK,TONGDA HONG TAI,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,4127.25,42
2368,2368.HK,EAGLE NICE,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,37015.33,43
2369,2369.HK,COOLPAD GROUP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,716275.83,43
2370,2370.HK,REDCO HEALTHY,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,142875.84,43
2371,2371.HK,CHUANGLIAN HOLD,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,18408.45,43
2372,2372.HK,WEILI HOLDINGS,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,1082837.35,43
2373,2373.HK,BEAUTYFARM MED,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,4024794.58,43
2376,2376.HK,LUSHANGSERVICES,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,17261.0,42
2377,2377.HK,BOQI ENV,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,111775.87,43
2378,2378.HK,PRU,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,13918519.65,43
2381,2381.HK,SMC ELECTRIC,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,806388.25,43
2383,2383.HK,TOM GROUP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,21374.33,42
2385,2385.HK,READBOY,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,1132001.6,43
2389,2389.HK,BJ HEALTH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,49190.27,43
2390,2390.HK,ZHIHU-W,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,155774.17,43
2391,2391.HK,TUYA-W,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,438033.73,43
2392,2392.HK,XUANWU CLOUD,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,105090.67,43
2393,2393.HK,YESTAR HEALTH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,23805.75,43
2396,2396.HK,B&K CORP-B,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,70910.93,43
2399,2399.HK,CN ANCHU ENERGY,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,1094588.32,43
2405,2405.HK,POWERWIN TECH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,191388.0,42
2407,2407.HK,GAUSH MEDITECH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,251879.4,43
2408,2408.HK,XIAO NOODLES,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,924665.16,43
2409,2409.HK,SEACON,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,351657.0,43
2411,2411.HK,PAGODA GP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,1178722.84,43
2415,2415.HK,MEDSCI,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,86451.25,43
2416,2416.HK,EDIANYUN,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,3075262.85,43
2418,2418.HK,DEEWIN,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,185379.5,43
2420,2420.HK,ZIBUYU,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,223407.67,43
2421,2421.HK,KRP DEVELOPMENT,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,79768.33,43
2422,2422.HK,REGO INTERACT,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,3884983.38,43
2425,2425.HK,AUSTASIA GROUP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,89173.33,43
2427,2427.HK,GUANZE MEDICAL,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,1605479.35,43
2429,2429.HK,UBOX ONLINE,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,2082029.0,43
2433,2433.HK,ZT HN GROUP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,63448.67,43
2436,2436.HK,LX TECHNOLOGY,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,11583705.46,43
2438,2438.HK,MOBVOI,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,1262593.24,43
2439,2439.HK,CH TREASURES NM,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,6768469.05,43
2440,2440.HK,MEMESTRATEGY,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,124324.0,43
2443,2443.HK,AUTOSTREETS,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,659028.54,43
2450,2450.HK,HUAIBEI GD CO,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,421748.5,43
2451,2451.HK,LUYUAN GP HLDG,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,13481428.85,43
2453,2453.HK,CONCORD HC GP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,173711.87,43
2455,2455.HK,RUNHUA SERVICE,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,40629.33,43
2457,2457.HK,BUYANG INTL,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,26519.17,42
2458,2458.HK,GALA TECH HOLD,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,944694.32,42
2459,2459.HK,SANERGY GROUP,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,89090.17,43
2469,2469.HK,FENBI,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,2497973.53,43
2479,2479.HK,TIANJUDIHE,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,0.0,42
2480,2480.HK,LUZHU BIOTECH-B,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,18811.4,43
2481,2481.HK,SL GEMINI,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,16322.33,43
2482,2482.HK,LOGORY,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,17833.33,43
2483,2483.HK,K CASH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,104499.33,42
2486,2486.HK,PLUS GP HOLDING,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,132580.2,43
2487,2487.HK,CUTIA-B,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,241546.54,43
2488,2488.HK,LAUNCH TECH,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,2008001.91,43
2489,2489.HK,PERSISTENCEGOLD,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,1287713.99,43
2490,2490.HK,LC LOGISTICS,Equity,Equity Securities (Main Board),avg_turnover_30d_below_15m_hkd,6290863.79,43
