stock_code,symbol,name,category,sub_category,currency
0884,0884.HK,CIFI HOLD GP,Equity,Equity Securities (Main Board),HKD
0887,0887.HK,EMPEROR WATCH&J,Equity,Equity Securities (Main Board),HKD
0888,0888.HK,BLOCKFIN HLDG,Equity,Equity Securities (Main Board),HKD
0889,0889.HK,DATRONIX HOLD,Equity,Equity Securities (Main Board),HKD
0893,0893.HK,CHINAVTM MINING,Equity,Equity Securities (Main Board),HKD
0894,0894.HK,MAN YUE TECH,Equity,Equity Securities (Main Board),HKD
0895,0895.HK,DONGJIANG ENV,Equity,Equity Securities (Main Board),HKD
0896,0896.HK,HANISON,Equity,Equity Securities (Main Board),HKD
0897,0897.HK,WAI YUEN TONG,Equity,Equity Securities (Main Board),HKD
0898,0898.HK,MULTIFIELD INTL,Equity,Equity Securities (Main Board),HKD
0899,0899.HK,ZHONG JIA GX,Equity,Equity Securities (Main Board),HKD
0900,0900.HK,AEON CREDIT,Equity,Equity Securities (Main Board),HKD
0901,0901.HK,SDMC,Equity,Equity Securities (Main Board),HKD
0902,0902.HK,HUANENG POWER,Equity,Equity Securities (Main Board),HKD
0905,0905.HK,WALNUT CAP,Equity,Investment Companies,HKD
0907,0907.HK,ELEGANCEOPTICAL,Equity,Equity Securities (Main Board),HKD
0909,0909.HK,MING YUAN CLOUD,Equity,Equity Securities (Main Board),HKD
0910,0910.HK,CHINA SANDI,Equity,Equity Securities (Main Board),HKD
0911,0911.HK,QIANHAI HEALTH,Equity,Equity Securities (Main Board),HKD
0912,0912.HK,SUGA INT'L,Equity,Equity Securities (Main Board),HKD
0913,0913.HK,HARBOUR DIGITAL,Equity,Investment Companies,HKD
0914,0914.HK,CONCH CEMENT,Equity,Equity Securities (Main Board),HKD
0915,0915.HK,DAOHE GLOBAL,Equity,Equity Securities (Main Board),HKD
0916,0916.HK,CHINA LONGYUAN,Equity,Equity Securities (Main Board),HKD
0917,0917.HK,QUNABOX GROUP,Equity,Equity Securities (Main Board),HKD
0918,0918.HK,MAJESTIC DRAGON,Equity,Equity Securities (Main Board),HKD
0919,0919.HK,MODERNHEALTHTEC,Equity,Equity Securities (Main Board),HKD
0921,0921.HK,HISENSE HA,Equity,Equity Securities (Main Board),HKD
0922,0922.HK,ANXIANYUAN CH,Equity,Equity Securities (Main Board),HKD
0923,0923.HK,IWS,Equity,Equity Securities (Main Board),HKD
0924,0924.HK,KHOON GROUP,Equity,Equity Securities (Main Board),HKD
0926,0926.HK,BESUNYEN,Equity,Equity Securities (Main Board),HKD
0927,0927.HK,FUJIKON IND,Equity,Equity Securities (Main Board),HKD
0928,0928.HK,KING INTL INV,Equity,Equity Securities (Main Board),HKD
0929,0929.HK,IPE GROUP,Equity,Equity Securities (Main Board),HKD
0931,0931.HK,CHINA HK POWER,Equity,Equity Securities (Main Board),HKD
0932,0932.HK,SHUNTEN INTL,Equity,Equity Securities (Main Board),HKD
0933,0933.HK,VIVA GOODS,Equity,Equity Securities (Main Board),HKD
0934,0934.HK,SINOPEC KANTONS,Equity,Equity Securities (Main Board),HKD
0936,0936.HK,KAISA CAPITAL,Equity,Equity Securities (Main Board),HKD
0938,0938.HK,MAN SANG INT'L,Equity,Equity Securities (Main Board),HKD
0939,0939.HK,CCB,Equity,Equity Securities (Main Board),HKD
0941,0941.HK,CHINA MOBILE,Equity,Equity Securities (Main Board),HKD
0943,0943.HK,ZHONGZHENG INTL,Equity,Equity Securities (Main Board),HKD
0945,0945.HK,MANULIFE-S,Equity,Equity Securities (Main Board),HKD
0947,0947.HK,MOBI DEV,Equity,Equity Securities (Main Board),HKD
0948,0948.HK,ALPHA PRO HLDGS,Equity,Equity Securities (Main Board),HKD
0950,0950.HK,LEE'S PHARM,Equity,Equity Securities (Main Board),HKD
0951,0951.HK,CHAOWEI POWER,Equity,Equity Securities (Main Board),HKD
0952,0952.HK,QUAM PLUS FIN,Equity,Equity Securities (Main Board),HKD
0953,0953.HK,SHAW BROTHERS,Equity,Equity Securities (Main Board),HKD
0954,0954.HK,CHANGMAO BIO,Equity,Equity Securities (Main Board),HKD
0956,0956.HK,CHINA SUNTIEN,Equity,Equity Securities (Main Board),HKD
0959,0959.HK,CENTURY ENT INT,Equity,Equity Securities (Main Board),HKD
0960,0960.HK,LONGFOR GROUP,Equity,Equity Securities (Main Board),HKD
0966,0966.HK,CHINA TAIPING,Equity,Equity Securities (Main Board),HKD
0968,0968.HK,XINYI SOLAR,Equity,Equity Securities (Main Board),HKD
0969,0969.HK,HUA LIEN INT'L,Equity,Equity Securities (Main Board),HKD
0970,0970.HK,NEW SPARKLEROLL,Equity,Equity Securities (Main Board),HKD
0974,0974.HK,SKL,Equity,Equity Securities (Main Board),HKD
0975,0975.HK,MONGOL MINING,Equity,Equity Securities (Main Board),HKD
0976,0976.HK,CHIHO ENV,Equity,Equity Securities (Main Board),HKD
0978,0978.HK,CHI MER LAND,Equity,Equity Securities (Main Board),HKD
0979,0979.HK,GREEN ENERGY GP,Equity,Equity Securities (Main Board),HKD
0980,0980.HK,LIANHUA,Equity,Equity Securities (Main Board),HKD
0981,0981.HK,SMIC,Equity,Equity Securities (Main Board),HKD
0983,0983.HK,SOCAM DEV,Equity,Equity Securities (Main Board),HKD
0984,0984.HK,AEON STORES,Equity,Equity Securities (Main Board),HKD
0986,0986.HK,DUFU LIQUOR GP,Equity,Equity Securities (Main Board),HKD
0987,0987.HK,CH RENEW EN INV,Equity,Equity Securities (Main Board),HKD
0989,0989.HK,CHINA CBS INTL,Equity,Equity Securities (Main Board),HKD
0990,0990.HK,DEEP SOURCE,Equity,Equity Securities (Main Board),HKD
0991,0991.HK,DATANG POWER,Equity,Equity Securities (Main Board),HKD
0992,0992.HK,LENOVO GROUP,Equity,Equity Securities (Main Board),HKD
0993,0993.HK,XINKONG INT CAP,Equity,Equity Securities (Main Board),HKD
0994,0994.HK,CT VISION,Equity,Equity Securities (Main Board),HKD
0995,0995.HK,ANHUIEXPRESSWAY,Equity,Equity Securities (Main Board),HKD
0997,0997.HK,CHINLINK INTL,Equity,Equity Securities (Main Board),HKD
0998,0998.HK,CITIC BANK,Equity,Equity Securities (Main Board),HKD
0999,0999.HK,XIAOCAIYUAN,Equity,Equity Securities (Main Board),HKD
1000,1000.HK,BEIJING MEDIA,Equity,Equity Securities (Main Board),HKD
1001,1001.HK,HK SH ALLIANCE,Equity,Equity Securities (Main Board),HKD
1002,1002.HK,V.S. INT'L,Equity,Equity Securities (Main Board),HKD
1003,1003.HK,HUANXI MEDIA,Equity,Equity Securities (Main Board),HKD
1004,1004.HK,C SMARTERENERGY,Equity,Equity Securities (Main Board),HKD
1005,1005.HK,MATRIX HOLDINGS,Equity,Equity Securities (Main Board),HKD
1007,1007.HK,LONGHUI INTL,Equity,Equity Securities (Main Board),HKD
1008,1008.HK,LITU HOLDINGS,Equity,Equity Securities (Main Board),HKD
1009,1009.HK,INT'L ENT,Equity,Equity Securities (Main Board),HKD
1010,1010.HK,SKY BLUE 11,Equity,Equity Securities (Main Board),HKD
1011,1011.HK,NT PHARMA,Equity,Equity Securities (Main Board),HKD
1013,1013.HK,WAI CHUN GROUP,Equity,Equity Securities (Main Board),HKD
1020,1020.HK,CIPRUN TECH,Equity,Equity Securities (Main Board),HKD
1021,1021.HK,HUAYAN ROBOTICS,Equity,Equity Securities (Main Board),HKD
1022,1022.HK,FEIYU,Equity,Equity Securities (Main Board),HKD
1023,1023.HK,SITOY GROUP,Equity,Equity Securities (Main Board),HKD
1024,1024.HK,KUAISHOU-W,Equity,Equity Securities (Main Board),HKD
1025,1025.HK,KNT HOLDINGS,Equity,Equity Securities (Main Board),HKD
1026,1026.HK,UNIVERSAL TECH,Equity,Equity Securities (Main Board),HKD
1027,1027.HK,ASIA STRAT TECH,Equity,Equity Securities (Main Board),HKD
1028,1028.HK,C.BANNER,Equity,Equity Securities (Main Board),HKD
1029,1029.HK,IRC,Equity,Equity Securities (Main Board),HKD
1030,1030.HK,SEAZEN,Equity,Equity Securities (Main Board),HKD
1033,1033.HK,SINOPEC SSC,Equity,Equity Securities (Main Board),HKD
1036,1036.HK,VANKE OVERSEAS,Equity,Equity Securities (Main Board),HKD
1037,1037.HK,MAXNERVA TECH,Equity,Equity Securities (Main Board),HKD
1038,1038.HK,CKI HOLDINGS,Equity,Equity Securities (Main Board),HKD
1039,1039.HK,CHANGYOU INT GP,Equity,Equity Securities (Main Board),HKD
1044,1044.HK,HENGAN INT'L,Equity,Equity Securities (Main Board),HKD
1045,1045.HK,APT SATELLITE,Equity,Equity Securities (Main Board),HKD
1046,1046.HK,UNIVERSE ENT,Equity,Equity Securities (Main Board),HKD
1047,1047.HK,NGAI HING HONG,Equity,Equity Securities (Main Board),HKD
1049,1049.HK,CELESTIAL ASIA,Equity,Equity Securities (Main Board),HKD
1050,1050.HK,KARRIE INT'L,Equity,Equity Securities (Main Board),HKD
1051,1051.HK,G-RESOURCES,Equity,Equity Securities (Main Board),HKD
1052,1052.HK,YUEXIUTRANSPORT,Equity,Equity Securities (Main Board),HKD
1053,1053.HK,CHONGQING IRON,Equity,Equity Securities (Main Board),HKD
1055,1055.HK,CHINA SOUTH AIR,Equity,Equity Securities (Main Board),HKD
1057,1057.HK,ZHEJIANG SHIBAO,Equity,Equity Securities (Main Board),HKD
1058,1058.HK,NAMYUE HOLDINGS,Equity,Equity Securities (Main Board),HKD
1059,1059.HK,KANTONE HOLDING,Equity,Equity Securities (Main Board),HKD
1060,1060.HK,DAMAI ENT,Equity,Equity Securities (Main Board),HKD
1061,1061.HK,ESSEX BIO-TECH,Equity,Equity Securities (Main Board),HKD
1062,1062.HK,CDB INT'L INV,Equity,Investment Companies,HKD
1063,1063.HK,SUNCORP TECH,Equity,Equity Securities (Main Board),HKD
1064,1064.HK,ZHONG HUA INT'L,Equity,Equity Securities (Main Board),HKD
1065,1065.HK,TIANJIN CAPITAL,Equity,Equity Securities (Main Board),HKD
1066,1066.HK,WEIGAO GROUP,Equity,Equity Securities (Main Board),HKD
1068,1068.HK,YURUN FOOD,Equity,Equity Securities (Main Board),HKD
1069,1069.HK,CN HEALTH TECH,Equity,Equity Securities (Main Board),HKD
1070,1070.HK,TCL ELECTRONICS,Equity,Equity Securities (Main Board),HKD
1071,1071.HK,HUADIAN POWER,Equity,Equity Securities (Main Board),HKD
1072,1072.HK,DONGFANG ELEC,Equity,Equity Securities (Main Board),HKD
1073,1073.HK,DA YU FIN,Equity,Equity Securities (Main Board),HKD
1075,1075.HK,CAPINFO,Equity,Equity Securities (Main Board),HKD
1079,1079.HK,PINE TECH,Equity,Equity Securities (Main Board),HKD
1080,1080.HK,SHENGLI PIPE,Equity,Equity Securities (Main Board),HKD
1081,1081.HK,DAJIN,Equity,Equity Securities (Main Board),HKD
1082,1082.HK,BDV EDU INTL,Equity,Equity Securities (Main Board),HKD
1083,1083.HK,TG SMART ENERGY,Equity,Equity Securities (Main Board),HKD
1084,1084.HK,GREEN FRESH BIO,Equity,Equity Securities (Main Board),HKD
1085,1085.HK,HXTL,Equity,Equity Securities (Main Board),HKD
1086,1086.HK,GOODBABY INTL,Equity,Equity Securities (Main Board),HKD
1087,1087.HK,INVESTECH HLDGS,Equity,Equity Securities (Main Board),HKD
1088,1088.HK,CHINA SHENHUA,Equity,Equity Securities (Main Board),HKD
1090,1090.HK,DA MING INT'L,Equity,Equity Securities (Main Board),HKD
1091,1091.HK,SOUTH MANGANESE,Equity,Equity Securities (Main Board),HKD
1093,1093.HK,CSPC PHARMA,Equity,Equity Securities (Main Board),HKD
1094,1094.HK,CHERISH SUN,Equity,Equity Securities (Main Board),HKD
1097,1097.HK,I-CABLE COMM,Equity,Equity Securities (Main Board),HKD
1098,1098.HK,ROAD KING INFRA,Equity,Equity Securities (Main Board),HKD
1099,1099.HK,SINOPHARM,Equity,Equity Securities (Main Board),HKD
1100,1100.HK,MAINLAND HOLD,Equity,Equity Securities (Main Board),HKD
1101,1101.HK,HUARONG ENERGY,Equity,Equity Securities (Main Board),HKD
1102,1102.HK,ENVIRO ENERGY,Equity,Equity Securities (Main Board),HKD
1104,1104.HK,APAC RESOURCES,Equity,Equity Securities (Main Board),HKD
1105,1105.HK,SING TAO,Equity,Equity Securities (Main Board),HKD
1107,1107.HK,MODERN LAND,Equity,Equity Securities (Main Board),HKD
1108,1108.HK,TRIUMPH NEW EN,Equity,Equity Securities (Main Board),HKD
1109,1109.HK,CHINA RES LAND,Equity,Equity Securities (Main Board),HKD
1110,1110.HK,KINGWORLD,Equity,Equity Securities (Main Board),HKD
1111,1111.HK,HUASHI GROUP,Equity,Equity Securities (Main Board),HKD
1112,1112.HK,H&H INTL HLDG,Equity,Equity Securities (Main Board),HKD
1113,1113.HK,CK ASSET,Equity,Equity Securities (Main Board),HKD
1114,1114.HK,BRILLIANCE CHI,Equity,Equity Securities (Main Board),HKD
1115,1115.HK,5100 XIZANG,Equity,Equity Securities (Main Board),HKD
1116,1116.HK,HC TECH GP,Equity,Equity Securities (Main Board),HKD
1117,1117.HK,CH MODERN D,Equity,Equity Securities (Main Board),HKD
1118,1118.HK,GOLIK HOLDINGS,Equity,Equity Securities (Main Board),HKD
1119,1119.HK,IDREAMSKY,Equity,Equity Securities (Main Board),HKD
1120,1120.HK,ARTS OPTICAL,Equity,Equity Securities (Main Board),HKD
1121,1121.HK,GOLDENSOLAR,Equity,Equity Securities (Main Board),HKD
1122,1122.HK,QINGLING MOTORS,Equity,Equity Securities (Main Board),HKD
1123,1123.HK,CHINA-HK PHOTO,Equity,Equity Securities (Main Board),HKD
1124,1124.HK,COASTAL GL,Equity,Equity Securities (Main Board),HKD
1125,1125.HK,LAI FUNG HOLD,Equity,Equity Securities (Main Board),HKD
1126,1126.HK,DREAM INT'L,Equity,Equity Securities (Main Board),HKD
1127,1127.HK,LION ROCK GROUP,Equity,Equity Securities (Main Board),HKD
1128,1128.HK,WYNN MACAU,Equity,Equity Securities (Main Board),HKD
1129,1129.HK,WATER INDUSTRY,Equity,Equity Securities (Main Board),HKD
1130,1130.HK,CHINA ENV RES,Equity,Equity Securities (Main Board),HKD
1132,1132.HK,ORANGE SKY G H,Equity,Equity Securities (Main Board),HKD
1133,1133.HK,HARBIN ELECTRIC,Equity,Equity Securities (Main Board),HKD
1134,1134.HK,KELFRED,Equity,Equity Securities (Main Board),HKD
1137,1137.HK,HK TECH VENTURE,Equity,Equity Securities (Main Board),HKD
1138,1138.HK,COSCO SHIP ENGY,Equity,Equity Securities (Main Board),HKD
1140,1140.HK,HK.AI CAPITAL,Equity,Investment Companies,HKD
1141,1141.HK,CMBC CAPITAL,Equity,Equity Securities (Main Board),HKD
1142,1142.HK,E&P GLOBAL,Equity,Equity Securities (Main Board),HKD
1143,1143.HK,CN ENGY STORAGE,Equity,Equity Securities (Main Board),HKD
1145,1145.HK,COURAGE INV,Equity,Equity Securities (Main Board),HKD
1146,1146.HK,HUICHENG INTL H,Equity,Equity Securities (Main Board),HKD
1147,1147.HK,EDENSOFT,Equity,Equity Securities (Main Board),HKD
1148,1148.HK,POWER XINCHEN,Equity,Equity Securities (Main Board),HKD
1150,1150.HK,MILAN STATION,Equity,Equity Securities (Main Board),HKD
1152,1152.HK,MOMENTUM FIN,Equity,Equity Securities (Main Board),HKD
1153,1153.HK,JIAYUAN SER,Equity,Equity Securities (Main Board),HKD
1156,1156.HK,CHINANEWENERGY,Equity,Equity Securities (Main Board),HKD
1157,1157.HK,ZOOMLION,Equity,Equity Securities (Main Board),HKD
1159,1159.HK,SMART DIGI TECH,Equity,Equity Securities (Main Board),HKD
1160,1160.HK,GOLDSTONE CAP,Equity,Investment Companies,HKD
1161,1161.HK,WATER OASIS GP,Equity,Equity Securities (Main Board),HKD
1162,1162.HK,LUMINA GROUP,Equity,Equity Securities (Main Board),HKD
1163,1163.HK,ADTIGER CORP,Equity,Equity Securities (Main Board),HKD
1164,1164.HK,CGN MINING,Equity,Equity Securities (Main Board),HKD
1165,1165.HK,SFCE,Equity,Equity Securities (Main Board),HKD
1166,1166.HK,SOLARTECH INT'L,Equity,Equity Securities (Main Board),HKD
1167,1167.HK,JACOBIO-B,Equity,Equity Securities (Main Board),HKD
1168,1168.HK,Z FIN,Equity,Equity Securities (Main Board),HKD
1170,1170.HK,KINGMAKER,Equity,Equity Securities (Main Board),HKD
1171,1171.HK,YANKUANG ENERGY,Equity,Equity Securities (Main Board),HKD
1172,1172.HK,MAGNUSCONCORDIA,Equity,Equity Securities (Main Board),HKD
1173,1173.HK,VEEKO INT'L,Equity,Equity Securities (Main Board),HKD
1176,1176.HK,ZHUGUANG HOLD,Equity,Equity Securities (Main Board),HKD
1177,1177.HK,SBP GROUP,Equity,Equity Securities (Main Board),HKD
1179,1179.HK,HWORLD-S,Equity,Equity Securities (Main Board),HKD
1180,1180.HK,PARADISE ENT,Equity,Equity Securities (Main Board),HKD
1181,1181.HK,TANG PALACE,Equity,Equity Securities (Main Board),HKD
1182,1182.HK,SUCCESS DRAGON,Equity,Equity Securities (Main Board),HKD
1183,1183.HK,MECOM POWER,Equity,Equity Securities (Main Board),HKD
1184,1184.HK,S.A.S. DRAGON,Equity,Equity Securities (Main Board),HKD
1186,1186.HK,CHINA RAIL CONS,Equity,Equity Securities (Main Board),HKD
1187,1187.HK,COFOE MEDICAL,Equity,Equity Securities (Main Board),HKD
1188,1188.HK,HYBRID KINETIC,Equity,Equity Securities (Main Board),HKD
1191,1191.HK,CREALIGHTS,Equity,Equity Securities (Main Board),HKD
1193,1193.HK,CHINA RES GAS,Equity,Equity Securities (Main Board),HKD
1195,1195.HK,KINGWELL GROUP,Equity,Equity Securities (Main Board),HKD
1196,1196.HK,REALORD TECH,Equity,Equity Securities (Main Board),HKD
1198,1198.HK,ROYALE HOME,Equity,Equity Securities (Main Board),HKD
1199,1199.HK,COSCO SHIP PORT,Equity,Equity Securities (Main Board),HKD
1200,1200.HK,MIDLAND HOLDING,Equity,Equity Securities (Main Board),HKD
1201,1201.HK,TESSON HOLDINGS,Equity,Equity Securities (Main Board),HKD
1202,1202.HK,SIWI SCI & TECH,Equity,Equity Securities (Main Board),HKD
1203,1203.HK,GUANGNAN (HOLD),Equity,Equity Securities (Main Board),HKD
1204,1204.HK,BOARDWARE INTEL,Equity,Equity Securities (Main Board),HKD
1205,1205.HK,CITIC RESOURCES,Equity,Equity Securities (Main Board),HKD
1206,1206.HK,TECHNOVATOR,Equity,Equity Securities (Main Board),HKD
1208,1208.HK,MMG,Equity,Equity Securities (Main Board),HKD
1209,1209.HK,CHINA RES MIXC,Equity,Equity Securities (Main Board),HKD
1211,1211.HK,BYD COMPANY,Equity,Equity Securities (Main Board),HKD
1213,1213.HK,MOBICON GROUP,Equity,Equity Securities (Main Board),HKD
1215,1215.HK,KAI YUAN HLDGS,Equity,Equity Securities (Main Board),HKD
1216,1216.HK,ZYBANK,Equity,Equity Securities (Main Board),HKD
1217,1217.HK,CH INNOVATION,Equity,Investment Companies,HKD
1218,1218.HK,EASYKNIT INT'L,Equity,Equity Securities (Main Board),HKD
1220,1220.HK,ZHIDAO INT'L,Equity,Equity Securities (Main Board),HKD
1221,1221.HK,SINO HOTELS,Equity,Equity Securities (Main Board),HKD
1222,1222.HK,WANG ON GROUP,Equity,Equity Securities (Main Board),HKD
1223,1223.HK,SYMPHONY HOLD,Equity,Equity Securities (Main Board),HKD
1224,1224.HK,C C LAND,Equity,Equity Securities (Main Board),HKD
1225,1225.HK,LERADO FIN,Equity,Equity Securities (Main Board),HKD
1226,1226.HK,CH INV FIN GP,Equity,Investment Companies,HKD
1228,1228.HK,CANBRIDGE-B,Equity,Equity Securities (Main Board),HKD
1229,1229.HK,NAN NAN RES,Equity,Equity Securities (Main Board),HKD
1231,1231.HK,NEWTON RES,Equity,Equity Securities (Main Board),HKD
1232,1232.HK,GW TIANDI,Equity,Equity Securities (Main Board),HKD
1233,1233.HK,TIMES CHINA,Equity,Equity Securities (Main Board),HKD
1234,1234.HK,CHINA LILANG,Equity,Equity Securities (Main Board),HKD
1235,1235.HK,TRAVEL EXPERT,Equity,Equity Securities (Main Board),HKD
1236,1236.HK,LDROBOT,Equity,Equity Securities (Main Board),HKD
1237,1237.HK,CH ENV TECH&BIO,Equity,Equity Securities (Main Board),HKD
1238,1238.HK,POWERLONG,Equity,Equity Securities (Main Board),HKD
1239,1239.HK,TEAMWAY INTL GP,Equity,Equity Securities (Main Board),HKD
1240,1240.HK,CNQC INT'L,Equity,Equity Securities (Main Board),HKD
1241,1241.HK,SHUANGHUA H,Equity,Equity Securities (Main Board),HKD
1243,1243.HK,WANG ON PPT,Equity,Equity Securities (Main Board),HKD
1244,1244.HK,3D MEDICINES,Equity,Equity Securities (Main Board),HKD
1245,1245.HK,NIRAKU,Equity,Equity Securities (Main Board),HKD
1246,1246.HK,BOILLHEALTHCARE,Equity,Equity Securities (Main Board),HKD
1247,1247.HK,MIKO INTL,Equity,Equity Securities (Main Board),HKD
1250,1250.HK,SDHS NEW ENERGY,Equity,Equity Securities (Main Board),HKD
1251,1251.HK,SPT ENERGY,Equity,Equity Securities (Main Board),HKD
1252,1252.HK,CHINA TIANRUI,Equity,Equity Securities (Main Board),HKD
1253,1253.HK,GREEN BROAD,Equity,Equity Securities (Main Board),HKD
1255,1255.HK,TATA HEALTH,Equity,Equity Securities (Main Board),HKD
1257,1257.HK,CEB GREENTECH,Equity,Equity Securities (Main Board),HKD
1258,1258.HK,CHINFMINING,Equity,Equity Securities (Main Board),HKD
1259,1259.HK,PROSPER FUTURE,Equity,Equity Securities (Main Board),HKD
1260,1260.HK,WONDERFUL SKY,Equity,Equity Securities (Main Board),HKD
1262,1262.HK,LABIXIAOXIN,Equity,Equity Securities (Main Board),HKD
1265,1265.HK,TIANJINJINRAN,Equity,Equity Securities (Main Board),HKD
1268,1268.HK,MEIDONG AUTO,Equity,Equity Securities (Main Board),HKD
1269,1269.HK,FIRST CAP GP,Equity,Equity Securities (Main Board),HKD
1270,1270.HK,LANGHAM-SS,Equity,Equity Securities (Main Board),HKD
1271,1271.HK,GRAND MING,Equity,Equity Securities (Main Board),HKD
1272,1272.HK,DATANG ENVIRO,Equity,Equity Securities (Main Board),HKD
1273,1273.HK,HK FINANCE GP,Equity,Equity Securities (Main Board),HKD
1274,1274.HK,IMOTIONTECH,Equity,Equity Securities (Main Board),HKD
1276,1276.HK,HENGRUI PHARMA,Equity,Equity Securities (Main Board),HKD
1277,1277.HK,KINETIC DEV,Equity,Equity Securities (Main Board),HKD
1278,1278.HK,CHINANEWTOWN,Equity,Equity Securities (Main Board),HKD
1280,1280.HK,QIDIAN GUOFENG,Equity,Equity Securities (Main Board),HKD
1281,1281.HK,XINDA INV HLDGS,Equity,Equity Securities (Main Board),HKD
1282,1282.HK,RENZE HARVEST,Equity,Equity Securities (Main Board),HKD
1283,1283.HK,ACCEL GROUP,Equity,Equity Securities (Main Board),HKD
1284,1284.HK,NEW MEDIA LAB,Equity,Equity Securities (Main Board),HKD
1285,1285.HK,JIASHILI GP,Equity,Equity Securities (Main Board),HKD
1286,1286.HK,IMPRO PRECISION,Equity,Equity Securities (Main Board),HKD
1288,1288.HK,ABC,Equity,Equity Securities (Main Board),HKD
1289,1289.HK,SUNLIT SCI,Equity,Equity Securities (Main Board),HKD
1290,1290.HK,CHINA HUIRONG,Equity,Equity Securities (Main Board),HKD
1292,1292.HK,CMA LOGISTICS,Equity,Equity Securities (Main Board),HKD
1293,1293.HK,GRAND BAOXIN,Equity,Equity Securities (Main Board),HKD
1298,1298.HK,YUNNAN ENERGY,Equity,Equity Securities (Main Board),HKD
1299,1299.HK,AIA,Equity,Equity Securities (Main Board),HKD
1300,1300.HK,TRIGIANT,Equity,Equity Securities (Main Board),HKD
1301,1301.HK,D&G TECH,Equity,Equity Securities (Main Board),HKD
1302,1302.HK,LIFETECH SCI,Equity,Equity Securities (Main Board),HKD
1303,1303.HK,HUILI RES,Equity,Equity Securities (Main Board),HKD
1304,1304.HK,FORTIOR,Equity,Equity Securities (Main Board),HKD
1305,1305.HK,WAI CHI HOLD,Equity,Equity Securities (Main Board),HKD
1308,1308.HK,SITC,Equity,Equity Securities (Main Board),HKD
1310,1310.HK,HKBN,Equity,Equity Securities (Main Board),HKD
1312,1312.HK,KONTA CHINA,Equity,Equity Securities (Main Board),HKD
1313,1313.HK,CR BLDG MAT TEC,Equity,Equity Securities (Main Board),HKD
1314,1314.HK,TSUI WAH HLDG,Equity,Equity Securities (Main Board),HKD
1315,1315.HK,GREEN ECONOMY,Equity,Equity Securities (Main Board),HKD
1316,1316.HK,NEXTEER,Equity,Equity Securities (Main Board),HKD
1317,1317.HK,MAPLELEAF EDU,Equity,Equity Securities (Main Board),HKD
1318,1318.HK,MAO GEPING,Equity,Equity Securities (Main Board),HKD
1319,1319.HK,OIWAHPAWN,Equity,Equity Securities (Main Board),HKD
1321,1321.HK,CHINA NEWCITY,Equity,Equity Securities (Main Board),HKD
1323,1323.HK,HUASHENG INTL,Equity,Equity Securities (Main Board),HKD
1326,1326.HK,TRANSMIT ENT,Equity,Equity Securities (Main Board),HKD
1327,1327.HK,LUXXU GROUP,Equity,Equity Securities (Main Board),HKD
1328,1328.HK,GOLDSTREAM INV,Equity,Equity Securities (Main Board),HKD
1330,1330.HK,DYNAGREEN ENV,Equity,Equity Securities (Main Board),HKD
1332,1332.HK,TOUYUN BIOTECH,Equity,Equity Securities (Main Board),HKD
1333,1333.HK,BRETON,Equity,Equity Securities (Main Board),HKD
1334,1334.HK,RUICHANG INTL,Equity,Equity Securities (Main Board),HKD
1335,1335.HK,SHEEN TAI,Equity,Equity Securities (Main Board),HKD
1336,1336.HK,NCI,Equity,Equity Securities (Main Board),HKD
1338,1338.HK,BAWANG GROUP,Equity,Equity Securities (Main Board),HKD
1339,1339.HK,PICC GROUP,Equity,Equity Securities (Main Board),HKD
1340,1340.HK,HUISHENG I-NEW,Equity,Equity Securities (Main Board),HKD
1341,1341.HK,HAO TIAN INTL,Equity,Equity Securities (Main Board),HKD
1343,1343.HK,WEI YUAN HLDG,Equity,Equity Securities (Main Board),HKD
1345,1345.HK,SH PIONEER HLDG,Equity,Equity Securities (Main Board),HKD
1346,1346.HK,LEVER STYLE,Equity,Equity Securities (Main Board),HKD
1347,1347.HK,HUA HONG GRACE,Equity,Equity Securities (Main Board),HKD
1348,1348.HK,QUALI-SMART,Equity,Equity Securities (Main Board),HKD
1349,1349.HK,FUDANZHANGJIANG,Equity,Equity Securities (Main Board),HKD
1351,1351.HK,BRIGHT FUTURE,Equity,Equity Securities (Main Board),HKD
1354,1354.HK,KINGFARPROPERTY,Equity,Equity Securities (Main Board),HKD
1355,1355.HK,BIOSYSEN,Equity,Equity Securities (Main Board),HKD
1357,1357.HK,MEITU,Equity,Equity Securities (Main Board),HKD
1358,1358.HK,PW MEDTECH,Equity,Equity Securities (Main Board),HKD
1359,1359.HK,CHINA CINDA,Equity,Equity Securities (Main Board),HKD
1361,1361.HK,361 DEGREES,Equity,Equity Securities (Main Board),HKD
1362,1362.HK,SIS MOBILE,Equity,Equity Securities (Main Board),HKD
1364,1364.HK,GUMING,Equity,Equity Securities (Main Board),HKD
1368,1368.HK,XTEP INT'L,Equity,Equity Securities (Main Board),HKD
1370,1370.HK,AOWEI HOLDING,Equity,Equity Securities (Main Board),HKD
1371,1371.HK,CN ECOTOUR-NEW,Equity,Equity Securities (Main Board),HKD
1372,1372.HK,C CARBONNEUTRAL,Equity,Equity Securities (Main Board),HKD
1373,1373.HK,IH RETAIL,Equity,Equity Securities (Main Board),HKD
1375,1375.HK,CC SECURITIES,Equity,Equity Securities (Main Board),HKD
1376,1376.HK,RAFFLESINTERIOR,Equity,Equity Securities (Main Board),HKD
1377,1377.HK,DTECH,Equity,Equity Securities (Main Board),HKD
